FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
1001,77.24615638342709,17.582598816221072,2.4005424126367485,0.8557658829781385,0.3976471019405912,0.04031445273130417,11.99538216268714,26.77795898920673,56580.0,12.7,0,18.8,0,1,0.0
1003,83.50478698598195,9.308424546676543,4.384824294296766,0.7351932625572656,0.6287548349930048,0.04334348338957013,16.771184813321266,22.987408443749484,52387.0,12.9,0,19.6,0,1,0.0
1005,46.75310485486397,46.691189860509155,5.05153512765415,0.3897002585861529,0.2185235094875624,0.08740940379502495,14.236806643114688,21.90698182612813,31433.0,32.0,1,45.2,1,0,0.0
1007,75.02072878027492,21.92450360026184,1.7717652192886757,0.09600698232598737,0.27929303949378137,0.030547676194632337,12.68164957451451,22.696923412611827,40767.0,22.2,0,29.3,1,1,0.0
1009,88.88733819475942,1.2630403684449252,8.070199923240642,0.20062105299884864,0.4971913052580162,0.03140155612155891,14.722096228324206,24.608352813928327,50487.0,14.7,0,22.2,0,1,0.0
1011,21.916804104819498,69.97434487813817,7.119296316657504,0.1832508704416346,0.1832508704416346,0.036650174088326916,13.459776433938062,22.2649807586586,28251.0,39.6,1,51.2,1,0,0.0
1013,54.06024729078149,43.189955602234214,0.9118250823506946,0.830667876068172,0.28166324533346065,0.03341767317515635,16.65632310116007,24.137107939084352,33868.0,25.8,1,36.0,1,0,1.0
1015,73.61350065782815,20.390142698107482,3.283237189218365,0.6999966265222818,0.40481732618156063,0.07927672637722229,14.328846607968154,22.877239145835446,42091.0,20.0,0,30.7,0,1,0.0
1017,58.141166155195094,38.59710653222271,1.566564372351308,0.4851673242729797,0.16659359929855327,0.020458863071752157,16.676896098202544,22.513517463100982,35560.0,22.4,0,34.4,1,0,1.0
1019,92.07356958713301,4.640424795105622,1.2312901612220557,0.18854130593712728,0.4694293739659086,0.003847781753818924,17.896032937011817,21.41675324175613,39144.0,19.4,0,30.2,0,0,0.0
1021,81.10120752468895,9.55708819283734,7.83630822812364,0.2864147744197237,0.3070366381779437,0.02520450014893568,13.566895034713474,25.112847421121373,42767.0,20.2,0,28.1,0,1,0.0
1023,55.559564182119935,43.22101161699978,0.5267335305577603,0.08658633379031676,0.12987950068547516,0.0,18.17591456815066,22.66397286961541,35089.0,24.4,1,33.5,1,0,1.0
1025,53.973599659350455,43.66507954941354,1.0490457941392792,0.2864553091007626,0.3716176982928812,0.015484070762203385,16.157627840359233,24.731932024929357,37317.0,22.2,1,30.9,1,0,0.0
1027,80.28997990238301,14.699971289118578,2.863910422049957,0.1650875681883434,0.3947746195808211,0.0,17.578237151880565,22.566752799310933,38908.0,18.4,0,27.3,0,0,0.0
1029,93.21399946566923,3.2994923857868024,2.0504942559444297,0.15362009083622766,0.3339567192091905,0.00667913438418381,15.769436281057976,23.71760619823671,42136.0,18.9,0,27.7,0,0,0.0
1031,72.34323696644509,16.531192440137744,6.366621286137582,1.259309682069352,1.2052534636021464,0.1021061904380556,14.435012412909426,24.193160887322808,46858.0,16.2,0,23.7,0,0,0.0
1033,79.61710884103768,15.988094363195415,2.008157565958697,0.4115528771955611,0.4813698831483795,0.02572205482472257,17.386271771882118,22.10994341147939,41171.0,18.1,0,26.9,0,1,0.0
1035,51.13395827033565,46.28061687329907,1.2171152101602662,0.12851527063804052,0.3326277592984578,0.0,17.856062896885394,22.996673722407017,29981.0,28.3,1,41.0,1,0,0.0
